variable_name,label
plasma_pah_1,Average Plasma Concentration -- PAH (Period 1)
plasma_pah_2,Average Plasma Concentration -- PAH (Period 2)
pltct,Platelet Count (10^3 uL)
pod_cell_volume,Podocyte Cell Volume:
pod_nuc_density,Podocyte Nuclear Density:
podocytes_sev,Podocytes Severity
prescreen_a1c,Pre-screening A1c (%)
proc___1,Procedure (choice 1)
proc___2,Procedure (choice 2)
proc___3,Procedure (choice 3)
proc___4,Procedure (choice 4)
proc___5,Procedure (choice 5)
proc___6,Procedure (choice 6)
proc___7,Procedure (choice 7)
proc___motor,Procedure (motor)
procedr___1,Procedure (choice 1)
procedr___2,Procedure (choice 2)
procedr___3,Procedure (choice 3)
procedr___4,Procedure (choice 4)
procedr___5,Procedure (choice 5)
procedr___6,Procedure (choice 6)
procedr___7,Procedure (choice 7)
procedure_x,Procedure X
procedure_y,Procedure Y
proline,Proline
prostaglandin_f1a_tissue,Prostaglandin F1a
ps_18_0_18_1,PS(18:0_18:1)
ps_18_0_20_4,PS(18:0_20:4)
ps_18_0_20_4_h,PS(18:0_20:4)+H
ps_18_0_24_3,PS(18:0_24:3)
ps_20_4_18_0,PS(20:4_18:0)
ps_26_3_14_0,PS(26:3_14:0)
ps_38_2e_h,PS(38:2e)-H
ps_38_4_h,PS(38:4)-H
psel_adp_1_25_10_min,Psel ADP 1.25 10 min
psel_baseline,Psel Baseline
psel_conv_50_3_min,Psel Conv 50 3 min
psel_th_0_075_2_min,Psel TH 0.075 2 min
psel_th_0_075_5_min,Psel TH 0.075 5 min
pt,Prothrombin Time (Seconds)
pt_avg_area,PT (Epithelium+Lumen) average area (units)
pt_density,PT density (/um2)
pt_epithelium_area,PT total epithelium area (units)
pt_epithelium_avg_area,PT epithelium average area (units)
pt_lumen_area,PT total lumen area (units)
pt_lumen_avg_area,PT average lumen area (units)
pt_nuc_area,PT nuclear area average/tubule (units)
pt_nuc_density_area_cortex,"PT nuclear density, area across cortex (/units)"
pt_nuc_density_number_cortex,"PT nuclear density, number across cortex (/units)"
pt_nuc_density_number_tubule,"PT nuclear density, number/ tubule"
pt_nuclear_count,Total PT nulcear count
pt_total_area,PT (Epithelium+ Lumen) total area (um2)
pt_total_nuc_area,Total PT nuclear area (units)
pt_total_number,PT total number
ptau_181_avg_conc,pTau 181 Average Concentration (pg/mL)
ptau_217_avg_conc,pTau 217 Average Concentration (pg/mL)
ptt,Partial Thromboplastin Time (Seconds)
pulse,Pulse
pump_basal_rate,Pump basal rate
pump_clamp,"If on pump, basal rate during clamp"
pwa_dbp,Diastolic Blood Pressure (DBP)
pwa_sbp,Systolic Blood Pressure (SBP)
pwv_diff_test1,Test #1 Difference in m/s
pwv_diff_test2,Test #2 Difference in m/s
pwv_diff_test3,Test #3 Difference in m/s
pwv_qcvis_test1,Test #1 QC/Visual assessment
pwv_qcvis_test2,Test #2 QC/Visual assessment
pwv_qcvis_test3,Test #3 QC/Visual assessment
pwv_succ,Was the PWV successful
pwv_succ_reas,"If no, why was it not successful"
pwv_val_test1,Test #1 PWV Value in m/s
pwv_val_test2,Test #2 PWV Value in m/s
pwv_val_test3,Test #3 PWV Value in m/s
pyroglutamic_acid_tissue,Pyroglutamic acid
ra,Afferent arteriolar resistance (dyne*s*cm^-5)
raasi_timepoint,RAASi at visit
race_ethnicity,Race/Ethnicity
radial_1,Phase 1 temporal radial strain
radial_2,Phase 2 temporal radial strain
radial_3,Phase 3 temporal radial strain
radial_4,Phase 4 temporal radial strain
radial_5,Phase 5 temporal radial strain
radial_6,Phase 6 temporal radial strain
radial_7,Phase 7 temporal radial strain
radial_8,Phase 8 temporal radial strain
radial_9,Phase 9 temporal radial strain
radial_10,Phase 10 temporal radial strain
radial_11,Phase 11 temporal radial strain
radial_12,Phase 12 temporal radial strain
radial_13,Phase 13 temporal radial strain
radial_14,Phase 14 temporal radial strain
radial_15,Phase 15 temporal radial strain
radial_16,Phase 16 temporal radial strain
radial_17,Phase 17 temporal radial strain
radial_18,Phase 18 temporal radial strain
radial_19,Phase 19 temporal radial strain
radial_20,Phase 20 temporal radial strain
radial_21,Phase 21 temporal radial strain
radial_22,Phase 22 temporal radial strain
radial_23,Phase 23 temporal radial strain
radial_24,Phase 24 temporal radial strain
radial_25,Phase 25 temporal radial strain
radial_26,Phase 26 temporal radial strain
radial_27,Phase 27 temporal radial strain
radial_28,Phase 28 temporal radial strain
radial_29,Phase 29 temporal radial strain
radial_30,Phase 30 temporal radial strain
rbc,Red Blood Count: (M/uL)
rbf,Renal Blood Flow
rc_f,Right Cortex Perfusion [F] (***)
rc_k1,Right Cortex Tracer Uptake Rate [K1] (ml/g/min)
rc_k1_w_cyst_percent_avg,Right cortex k1 w cyst avg
rc_k1_w_cyst_percent_high,Right cortex k1 w cyst high
rc_k1_w_cyst_percent_low,Right cortex k1 w cyst low
rc_k1_w_cyst_vw,Right cortex k1 w cyst
rc_k1_wo_cyst_percent_avg,Right cortex k1 wo cyst avg
rc_k1_wo_cyst_percent_high,Right cortex k1 wo cyst high
rc_k1_wo_cyst_percent_low,Right cortex k1 wo cyst low
rc_k1_wo_cyst_vw,Right cortex k1 wo cyst
rc_k2,Right Cortex Oxidation Rate [k2] (1/min)
rc_k2_w_cyst_percent_avg,Right cortex k2 w cyst avg
rc_k2_w_cyst_percent_high,Right cortex k2 w cyst high
rc_k2_w_cyst_percent_low,Right cortex k2 w cyst low
rc_k2_w_cyst_vw,Right cortex k2 w cyst
rc_k2_wo_cyst_percent_avg,Right cortex k2 wo cyst avg
rc_k2_wo_cyst_percent_high,Right cortex k2 wo cyst high
rc_k2_wo_cyst_percent_low,Right cortex k2 wo cyst low
rc_k2_wo_cyst_vw,Right cortex k2 wo cyst
rc_labs,Research Coordinator Labs
rc_vb,Right Cortex Blood Volume Fraction [vB]
rdw,RDW: (%)
re,Efferent arteriolar resistance (dyne*s*cm^-5)
redcap_event_name,REDCap Event Name
ree_60min_fm,REE/BW_FFM_60
ree_bw,REE/BW
ree_bw_60min,REE/BW 60 Min
ree_ffm,REE/BW_FFM
res_abd,Research Abdominal MRI Outcomes complete
research_clamp,Research Clamp Outcomes
right_cortex_blood_flow_mean,Right Cortex Blood Flow Mean
right_cortex_blood_flow_sd,Right Cortex Blood Flow SD
right_cortex_ox_metab_mean,Right Cortex Oxidative Metabolism Mean
right_cortex_ox_metab_sd,Right Cortex Oxidative Metabolism SD
right_kidney_volume_ml,Right Kidney Volume (mL)
right_medulla_blood_flow_mean,Right Medulla Blood Flow Mean
right_medulla_blood_flow_sd,Right Medulla Blood Flow SD
right_medulla_ox_metab_mean,Right Medulla Oxidative Metabolism Mean
right_medulla_ox_metab_sd,Right Medulla Oxidative Metabolism SD
rm_f,Right Medulla Perfusion [F] (***)
rm_k1,Right Medulla Tracer Uptake Rate [K1] (ml/g/min)
rm_k1_wo_cyst_percent_avg,Right medulla k1 wo cyst avg
rm_k1_wo_cyst_percent_high,Right medulla k1 wo cyst high
rm_k1_wo_cyst_percent_low,Right medulla k1 wo cyst low
rm_k1_wo_cyst_vw,Right medulla k1 wo cyst
rm_k2,Right Medulla Oxidation Rate [k2] (1/min)
rm_k2_wo_cyst_percent_avg,Right medulla k2 wo cyst avg
rm_k2_wo_cyst_percent_high,Right medulla k2 wo cyst high
rm_k2_wo_cyst_percent_low,Right medulla k2 wo cyst low
rm_k2_wo_cyst_vw,Right medulla k2 wo cyst
rm_vb,Right Medulla Blood Volume Fraction [vB] (%)
rmi_rvedvi,RVEDVi
rna_pass,RNALater Core obtained in Pass #
rna_time,Time: Core placed in RNALater cryovial
rnalater_id,RNALater ID
rr,Respiratory Rate
rtot_k1_w_cyst,Right total k1 w cyst
rtot_k1_w_cyst_percent_avg,Right total k1 w cyst avg
rtot_k1_w_cyst_percent_high,Right total k1 w cyst high
rtot_k1_w_cyst_percent_low,Right total k1 w cyst low
rtot_k1_wo_cyst,Right total k1 wo cyst
rtot_k1_wo_cyst_percent_avg,Right total k1 wo cyst avg
rtot_k1_wo_cyst_percent_high,Right total k1 wo cyst high
rtot_k1_wo_cyst_percent_low,Right total k1 wo cyst low
rtot_k2_w_cyst,Right total k2 w cyst
rtot_k2_w_cyst_percent_avg,Right total k2 w cyst avg
rtot_k2_w_cyst_percent_high,Right total k2 w cyst high
rtot_k2_w_cyst_percent_low,Right total k2 w cyst low
rtot_k2_wo_cyst,Right total k2 wo cyst
rtot_k2_wo_cyst_percent_avg,Right total k2 wo cyst avg
rtot_k2_wo_cyst_percent_high,Right total k2 wo cyst high
rtot_k2_wo_cyst_percent_low,Right total k2 wo cyst low
rv_cardiac_index,RV Cardiac Index
rv_cardiac_output,RV Cardiac Output
rv_hr,RV HR
rv_stroke_volume,RV Stroke Volume
rvedv,RV EDV
rvef,RV EF
rvesv,RV ESV
rvesvi,RV End-Systolic Volume Index
rvr,Renal vascular resistance (mmHg/L/min*1000)
sat,Subcutaneous Adipose Tissue Volume (cm3)
sbp,Systolic Blood Pressure (mmHg)
search_eis,Estimated insulin sensitivty
seg_scler_n,Segmentally Sclerotic Glomeruli (n)
seg_scler_pattern,Segmental Sclerosis Pattern
serine,Serine
serine_tissue,Serine
sglt2i_ever,SGLT2i Use Ever
sglti_timepoint,On SGITi at Timepoint
sie_h_h2o,SiE()+H-H2O
sm_d14_1_20_0,SM(d14:1_20:0)
sm_d14_2_27_0,SM(d14:2_27:0)
sm_d16_2_20_0,SM(d16:2_20:0)
sm_d18_0_24_4_h,SM(d18:0_24:4)+H
sm_d18_1_17_0,SM(d18:1_17:0)
sm_d18_1_21_0_h,SM(d18:1_21:0)+H
sm_d18_1_24_1_h,SM(d18:1_24:1)+H
sm_d18_2_25_1,SM(d18:2_25:1)
sm_d20_1_21_1,SM(d20:1_21:1)
sm_d20_1_23_2_h,SM(d20:1_23:2)+H
sm_d28_1_h,SM(d28:1)+H
sm_d30_1,SM(d30:1)
sm_d30_1_h,SM(d30:1)+H
sm_d31_1,SM(d31:1)
sm_d31_1_h,SM(d31:1)+H
sm_d32_1,SM(d32:1)
sm_d32_1_ch3coo,SM(d32:1)+CH3COO
sm_d32_1_h,SM(d32:1)+H
sm_d32_2_h,SM(d32:2)+H
sm_d33_1,SM(d33:1)
sm_d33_1_ch3coo,SM(d33:1)+CH3COO
sm_d33_1_h,SM(d33:1)+H
sm_d33_2,SM(d33:2)
sm_d33_2_h,SM(d33:2)+H
sm_d34_0_h,SM(d34:0)+H
sm_d34_1,SM(d34:1)
sm_d34_1_ch3coo,SM(d34:1)+CH3COO
sm_d34_1_h,SM(d34:1)+H
sm_d34_2,SM(d34:2)
sm_d34_2_ch3coo,SM(d34:2)+CH3COO
sm_d34_2_h,SM(d34:2)+H
sm_d34_4,SM(d34:4)
sm_d34_4_h,SM(d34:4)+H
sm_d35_1,SM(d35:1)
sm_d35_1_ch3coo,SM(d35:1)+CH3COO
sm_d35_1_h,SM(d35:1)+H
sm_d35_2,SM(d35:2)
sm_d35_2_h,SM(d35:2)+H
sm_d35_4,SM(d35:4)
sm_d35_4_h,SM(d35:4)+H
sm_d36_1,SM(d36:1)
sm_d36_1_ch3coo,SM(d36:1)+CH3COO
sm_d36_1_h,SM(d36:1)+H
sm_d36_2,SM(d36:2)
sm_d36_2_h,SM(d36:2)+H
sm_d36_3,SM(d36:3)
sm_d36_3_h,SM(d36:3)+H
sm_d36_4,SM(d36:4)
sm_d36_4_h,SM(d36:4)+H
sm_d36_5_h,SM(d36:5)+H
sm_d37_1,SM(d37:1)
sm_d37_1_h,SM(d37:1)+H
sm_d37_2,SM(d37:2)
sm_d37_2_h,SM(d37:2)+H
sm_d38_1,SM(d38:1)
sm_d38_1_ch3coo,SM(d38:1)+CH3COO
sm_d38_1_ch3coo_1,SM(d38:1)+CH3COO
sm_d38_1_h,SM(d38:1)+H
sm_d38_2,SM(d38:2)
sm_d38_2_h,SM(d38:2)+H
sm_d38_4,SM(d38:4)
sm_d38_4_h,SM(d38:4)+H
sm_d38_5,SM(d38:5)
sm_d39_1,SM(d39:1)
sm_d39_1_ch3coo,SM(d39:1)+CH3COO
sm_d39_2,SM(d39:2)
sm_d40_1,SM(d40:1)
sm_d40_1_ch3coo,SM(d40:1)+CH3COO
sm_d40_1_h,SM(d40:1)+H
sm_d40_2,SM(d40:2)
sm_d40_2_ch3coo,SM(d40:2)+CH3COO
sm_d40_2_h,SM(d40:2)+H
sm_d40_3_h,SM(d40:3)+H
sm_d41_1,SM(d41:1)
sm_d41_1_ch3coo,SM(d41:1)+CH3COO
sm_d41_1_h,SM(d41:1)+H
sm_d41_2_ch3coo,SM(d41:2)+CH3COO
sm_d41_2_h,SM(d41:2)+H
sm_d41_3,SM(d41:3)
sm_d41_3_h,SM(d41:3)+H
sm_d42_1,SM(d42:1)
sm_d42_1_ch3coo,SM(d42:1)+CH3COO
sm_d42_1_h,SM(d42:1)+H
sm_d42_1_h_1,SM(d42:1)+H
sm_d42_2,SM(d42:2)
sm_d42_2_ch3coo,SM(d42:2)+CH3COO
sm_d42_3,SM(d42:3)
sm_d42_3_ch3coo,SM(d42:3)+CH3COO
sm_d42_3_ch3coo_1,SM(d42:3)+CH3COO
sm_d42_3_h,SM(d42:3)+H
sm_d42_4,SM(d42:4)
sm_d42_4_h,SM(d42:4)+H
sm_d42_5_h,SM(d42:5)+H
sm_d43_1,SM(d43:1)
sm_d43_1_h,SM(d43:1)+H
sm_d43_2,SM(d43:2)
sm_d43_2_ch3coo,SM(d43:2)+CH3COO
sm_d43_2_h,SM(d43:2)+H
sm_d43_3,SM(d43:3)
sm_d43_4,SM(d43:4)
sm_d43_4_h,SM(d43:4)+H
sm_d43_6_h,SM(d43:6)+H
sm_d43_7,SM(d43:7)
sm_d44_1_h,SM(d44:1)+H
sm_d44_1_h_1,SM(d44:1)+H
sm_d44_2,SM(d44:2)
sm_d44_2_h,SM(d44:2)+H
sm_d44_3,SM(d44:3)
sm_d44_3_h,SM(d44:3)+H
sm_d44_4,SM(d44:4)
sm_d44_4_h,SM(d44:4)+H
sm_d44_5,SM(d44:5)
sm_d44_5_h,SM(d44:5)+H
sm_d44_6,SM(d44:6)
sm_d44_6_h,SM(d44:6)+H
sm_t34_1_h,SM(t34:1)+H
sm_t34_1_h_1,SM(t34:1)+H
sm_t34_2_h,SM(t34:2)+H
sm_t36_1_h,SM(t36:1)+H
sm_t36_3_h,SM(t36:3)+H
sm_t38_3_h,SM(t38:3)+H
sm_t38_4_h,SM(t38:4)+H
sm_t40_1_h,SM(t40:1)+H
sm_t40_5_h,SM(t40:5)+H
sm_t40_6_h,SM(t40:6)+H
sm_t42_1_h,SM(t42:1)+H
sm_t42_2_h,SM(t42:2)+H
sm_t42_5_h,SM(t42:5)+H
sm_t42_6_h,SM(t42:6)+H
sodium_base,Baseline Sodium
sodium_s,Serum sodium
sodium_u,Urine sodium
sph_d20_0,SPH(d20:0)
sphp_d18_1_h,SPHP(d18:1)+H
sphyg_id,Sphygmocor ID
sphyg_notes,Notes:
sphyg_sex,Sex
sphyg_yob,Year of Birth
srmr_co,Carbohydrate Oxidation
srmr_co2,VCO2 - 60 min (L/min)
srmr_fo,Fat Oxidation
srmr_ree,Resting Energy Expenditure (REE)
srmr_rq,Respiratory Quotient (RQ)
srmr_vo2_l,VO2 - 60 min (L/min)
srmr_vo2_ml,VO2 - 60 min (mL/kg/min)
ss_c_pep,Steady State C-peptide Response
ss_ins_clear,Steady State Insulin Clearance
ss_insulin_response,Steady State insulin response
st_d18_1_22_1_h,ST(d18:1_22:1)+H
st_d34_1_o_h,ST(d34:1+O)+H
statin,Statin
steady_state_cpeptide,Steady State C-Peptide (nM)
steady_state_ffa,Steady State FFA
steady_state_insulin,Steady State Insulin (pM)
steps,Steps
stern_leg,Sternal notch to leg cuff
sto2_c,StO2 (cortex)
sto2_m,StO2 (medulla)
study_visit_bx,Associated study visit
study_visit_mri,Associated study visit
study_visit_pet,Associated study visit
study_visit_rc,Associated study visit
sua,Serum uric acid (mg/dl)
success_note,Success Note
succinate,Succinate
succinic_acid_tissue,Succinic acid
sv_ml,Stroke volume (mL)
t1_cortex_left,Left Kidney: T1 (cortex) (ms)
t1_cortex_right,Right Kidney: T1 (cortex) (ms)
t1_kidney_left,Left Kidney: T1 (kidney) (ms)
t1_kidney_right,Right Kidney: T1 (kidney) (ms)
t1_l_cortex,LEFT: T1 (ms) (cortex)
t1_l_kidney,LEFT: T1 (ms) (kidney)
t1_r_cortex,RIGHT: T1 (ms) (cortex)
t1_r_kidney,RIGHT: T1 (ms) (kidney)
t1d,Does subject have T1D
tan_fgd,"For female participants, tanner stage of breast development"
tan_fph,"For female participants, tanner stage of pubic hair"
tan_ltv,"For male participants, volume of left testicle (mL)"
tan_mgd,"For male participants, tanner stage of genital development"
tan_mph,"For male participants, tanner stage of pubic hair"
tan_rtv,"For male participants, volume of right testicle (mL)"
tan_tveq,"For male participants, tanner stage testicular volume equivalent"
tanita_body_fat,Body Fat (%)
tanita_fat_mass_kg,Fat Mass (kg)
tanita_lean_mass,Lean Mass (%)
tanita_lean_mass_kg,Lean Mass (kg)
tanita_scale_complete,Tanita Scale Complete
tau_avg_conc,Tau Average Concentration (pg/mL)
taurine_tissue,Taurine
temp,Temperature (Celsius)
testicular_volume,Testicular Volume (mL)
testng,Do you have any vision or hearing problems that could interfere with your ability to complete this testing
tg_4_0_14_0_18_1_nh4,TG(4:0_14:0_18:1)+NH4
tg_4_0_16_0_18_1,TG(4:0_16:0_18:1)
tg_6_0_11_1_14_2_h,TG(6:0_11:1_14:2)+H
tg_6_0_11_1_18_2_h,TG(6:0_11:1_18:2)+H
tg_6_0_11_2_18_2_h,TG(6:0_11:2_18:2)+H
tg_6_0_16_0_18_1,TG(6:0_16:0_18:1)
tg_6_0_27_1,TG(6:0_27:1)
tg_7_0_16_0_21_0,TG(7:0_16:0_21:0)
tg_8_0_8_0_10_0_nh4,TG(8:0_8:0_10:0)+NH4
tg_8_0_11_4_18_2_h,TG(8:0_11:4_18:2)+H
tg_8_0_11_4_18_2_h_1,TG(8:0_11:4_18:2)+H
tg_8_0_12_0_14_0,TG(8:0_12:0_14:0)
tg_8_0_12_0_16_0,TG(8:0_12:0_16:0)
tg_8_0_16_0_16_0,TG(8:0_16:0_16:0)
tg_8_0_18_1_30_1,TG(8:0_18:1_30:1)
tg_10_0_10_0_18_1_nh4,TG(10:0_10:0_18:1)+NH4
tg_10_0_12_0_18_1_nh4,TG(10:0_12:0_18:1)+NH4
tg_10_0_12_0_18_2_nh4,TG(10:0_12:0_18:2)+NH4
tg_10_0_14_0_16_0,TG(10:0_14:0_16:0)
tg_10_0_14_0_18_1,TG(10:0_14:0_18:1)
tg_10_0_16_0_16_0,TG(10:0_16:0_16:0)
tg_10_0_16_0_18_1,TG(10:0_16:0_18:1)
tg_10_0_16_0_18_2,TG(10:0_16:0_18:2)
tg_10_0_16_1_18_1,TG(10:0_16:1_18:1)
tg_11_0_18_1_18_2_nh4,TG(11:0_18:1_18:2)+NH4
tg_12_0_12_0_12_0,TG(12:0_12:0_12:0)
tg_12_0_12_0_12_0_nh4,TG(12:0_12:0_12:0)+NH4
tg_12_0_12_0_14_0,TG(12:0_12:0_14:0)
tg_12_0_12_0_14_0_nh4,TG(12:0_12:0_14:0)+NH4
tg_12_0_12_0_18_2,TG(12:0_12:0_18:2)
tg_12_0_12_0_18_2_nh4,TG(12:0_12:0_18:2)+NH4
tg_12_0_16_0_16_0,TG(12:0_16:0_16:0)
tg_12_0_16_0_18_1,TG(12:0_16:0_18:1)
tg_12_0_16_0_18_2,TG(12:0_16:0_18:2)
tg_12_0_18_1_18_2,TG(12:0_18:1_18:2)
tg_12_0e_11_2_11_2_li,TG(12:0e_11:2_11:2)+Li
tg_12_1_24_1_24_1,TG(12:1_24:1_24:1)
tg_12_1e_6_0_18_2_h,TG(12:1e_6:0_18:2)+H
tg_13_0_16_0_16_0,TG(13:0_16:0_16:0)
tg_14_0_14_0_14_0,TG(14:0_14:0_14:0)
tg_14_0_15_0_18_2,TG(14:0_15:0_18:2)
tg_14_0_16_0_17_1,TG(14:0_16:0_17:1)
tg_14_0_16_0_18_1,TG(14:0_16:0_18:1)
tg_14_0_16_0_18_2,TG(14:0_16:0_18:2)
tg_14_0_16_1_18_2,TG(14:0_16:1_18:2)
tg_14_0_18_1_18_3,TG(14:0_18:1_18:3)
tg_14_0_18_2_18_2,TG(14:0_18:2_18:2)
tg_14_0_18_2_18_2_nh4,TG(14:0_18:2_18:2)+NH4
tg_14_0_18_2_18_3,TG(14:0_18:2_18:3)
tg_14_0_18_2_18_3_nh4,TG(14:0_18:2_18:3)+NH4
tg_14_2_18_2_18_2,TG(14:2_18:2_18:2)
tg_15_0_10_0_16_0_nh4,TG(15:0_10:0_16:0)+NH4
tg_15_0_12_0_18_1_nh4,TG(15:0_12:0_18:1)+NH4
tg_15_0_14_0_14_0_nh4,TG(15:0_14:0_14:0)+NH4
tg_15_0_14_0_16_0_nh4,TG(15:0_14:0_16:0)+NH4
tg_15_0_14_0_18_1_nh4,TG(15:0_14:0_18:1)+NH4
tg_15_0_16_0_16_0,TG(15:0_16:0_16:0)
tg_15_0_16_0_16_0_nh4,TG(15:0_16:0_16:0)+NH4
tg_15_0_16_0_18_1,TG(15:0_16:0_18:1)
tg_15_0_16_0_18_1_nh4,TG(15:0_16:0_18:1)+NH4
tg_15_0_16_0_18_2,TG(15:0_16:0_18:2)
tg_15_0_16_1_16_1,TG(15:0_16:1_16:1)
tg_15_0_16_1_16_1_nh4,TG(15:0_16:1_16:1)+NH4
tg_15_0_16_1_18_1,TG(15:0_16:1_18:1)
tg_15_0_16_1_18_1_nh4,TG(15:0_16:1_18:1)+NH4
tg_15_0_16_1_18_2,TG(15:0_16:1_18:2)
tg_15_0_18_1_18_2,TG(15:0_18:1_18:2)
tg_15_0_18_1_18_2_nh4,TG(15:0_18:1_18:2)+NH4
tg_15_0_18_2_18_2,TG(15:0_18:2_18:2)
tg_15_0_18_2_18_2_nh4,TG(15:0_18:2_18:2)+NH4
tg_15_0_18_2_18_3,TG(15:0_18:2_18:3)
tg_16_0_10_0_14_0_nh4,TG(16:0_10:0_14:0)+NH4
tg_16_0_10_0_18_1_nh4,TG(16:0_10:0_18:1)+NH4
tg_16_0_10_0_18_2_nh4,TG(16:0_10:0_18:2)+NH4
tg_16_0_12_0_12_0,TG(16:0_12:0_12:0)
tg_16_0_12_0_14_0_nh4,TG(16:0_12:0_14:0)+NH4
tg_16_0_12_0_18_1_nh4,TG(16:0_12:0_18:1)+NH4
tg_16_0_12_0_18_2_nh4,TG(16:0_12:0_18:2)+NH4
tg_16_0_14_0_14_0_nh4,TG(16:0_14:0_14:0)+NH4
tg_16_0_14_0_16_0_nh4,TG(16:0_14:0_16:0)+NH4
tg_16_0_14_0_18_1_nh4,TG(16:0_14:0_18:1)+NH4
tg_16_0_14_1_18_1,TG(16:0_14:1_18:1)
tg_16_0_16_0_16_0_nh4,TG(16:0_16:0_16:0)+NH4
tg_16_0_16_0_17_0_nh4,TG(16:0_16:0_17:0)+NH4
tg_16_0_16_0_18_1,TG(16:0_16:0_18:1)
tg_16_0_16_0_18_1_nh4,TG(16:0_16:0_18:1)+NH4
tg_16_0_16_0_24_0_nh4,TG(16:0_16:0_24:0)+NH4
tg_16_0_16_0_24_0_nh4_1,TG(16:0_16:0_24:0)+NH4
tg_16_0_16_1_16_1_nh4,TG(16:0_16:1_16:1)+NH4
tg_16_0_16_1_18_1,TG(16:0_16:1_18:1)
tg_16_0_16_1_18_1_nh4,TG(16:0_16:1_18:1)+NH4
tg_16_0_16_1_18_2,TG(16:0_16:1_18:2)
tg_16_0_17_0_18_1,TG(16:0_17:0_18:1)
tg_16_0_17_0_18_1_nh4,TG(16:0_17:0_18:1)+NH4
tg_16_0_17_1_18_1,TG(16:0_17:1_18:1)
tg_16_0_17_1_18_1_nh4,TG(16:0_17:1_18:1)+NH4
tg_16_0_18_1_18_1,TG(16:0_18:1_18:1)
tg_16_0_18_1_18_1_nh4,TG(16:0_18:1_18:1)+NH4
tg_16_0_18_1_18_2,TG(16:0_18:1_18:2)
tg_16_0_18_1_18_2_nh4,TG(16:0_18:1_18:2)+NH4
tg_16_0_18_1_20_4,TG(16:0_18:1_20:4)
tg_16_0_18_1_22_0_nh4,TG(16:0_18:1_22:0)+NH4
tg_16_0_18_1_22_5,TG(16:0_18:1_22:5)
tg_16_0_18_2_18_2,TG(16:0_18:2_18:2)
tg_16_0_18_2_18_2_nh4,TG(16:0_18:2_18:2)+NH4
tg_16_0_18_2_18_3,TG(16:0_18:2_18:3)
tg_16_0_18_2_18_3_nh4,TG(16:0_18:2_18:3)+NH4
tg_16_0_18_2_20_4,TG(16:0_18:2_20:4)
tg_16_0_18_2_20_6,TG(16:0_18:2_20:6)
tg_16_0_18_2_22_6,TG(16:0_18:2_22:6)
tg_16_1_10_0_18_2_nh4,TG(16:1_10:0_18:2)+NH4
tg_16_1_12_0_18_2_nh4,TG(16:1_12:0_18:2)+NH4
tg_16_1_16_1_20_5_nh4,TG(16:1_16:1_20:5)+NH4
tg_16_1_18_2_18_3,TG(16:1_18:2_18:3)
tg_16_1_18_2_18_3_nh4,TG(16:1_18:2_18:3)+NH4
tg_16_2_12_0_18_1,TG(16:2_12:0_18:1)
tg_17_0_17_0_18_1_nh4,TG(17:0_17:0_18:1)+NH4
tg_17_0_18_1_18_1,TG(17:0_18:1_18:1)
tg_17_0_18_1_18_1_nh4,TG(17:0_18:1_18:1)+NH4
tg_17_0_18_1_18_2,TG(17:0_18:1_18:2)
tg_17_0_18_2_18_2,TG(17:0_18:2_18:2)
tg_17_1_10_0_18_1,TG(17:1_10:0_18:1)
tg_17_1_18_1_18_2,TG(17:1_18:1_18:2)
tg_17_1_18_2_18_2,TG(17:1_18:2_18:2)
tg_18_0_16_0_16_0_nh4,TG(18:0_16:0_16:0)+NH4
tg_18_0_18_1_18_1_nh4,TG(18:0_18:1_18:1)+NH4
tg_18_0_18_1_18_2,TG(18:0_18:1_18:2)
tg_18_0_18_1_20_4,TG(18:0_18:1_20:4)
tg_18_0_18_1_22_4_nh4,TG(18:0_18:1_22:4)+NH4
tg_18_0_18_2_24_1_nh4,TG(18:0_18:2_24:1)+NH4
tg_18_1_10_0_16_0,TG(18:1_10:0_16:0)
tg_18_1_12_0_12_0_nh4,TG(18:1_12:0_12:0)+NH4
tg_18_1_12_0_18_2_nh4,TG(18:1_12:0_18:2)+NH4
tg_18_1_14_0_18_2_nh4,TG(18:1_14:0_18:2)+NH4
tg_18_1_17_1_18_1_nh4,TG(18:1_17:1_18:1)+NH4
tg_18_1_17_1_18_2_nh4,TG(18:1_17:1_18:2)+NH4
tg_18_1_18_1_18_1_nh4,TG(18:1_18:1_18:1)+NH4
tg_18_1_18_1_18_2,TG(18:1_18:1_18:2)
tg_18_1_18_1_18_2_nh4,TG(18:1_18:1_18:2)+NH4
tg_18_1_18_1_18_3_h,TG(18:1_18:1_18:3)+H
tg_18_1_18_1_20_1,TG(18:1_18:1_20:1)
tg_18_1_18_1_20_2_nh4,TG(18:1_18:1_20:2)+NH4
tg_18_1_18_1_20_2_nh4_1,TG(18:1_18:1_20:2)+NH4
tg_18_1_18_1_20_3_nh4,TG(18:1_18:1_20:3)+NH4
tg_18_1_18_1_20_4,TG(18:1_18:1_20:4)
tg_18_1_18_1_20_4_nh4,TG(18:1_18:1_20:4)+NH4
tg_18_1_18_1_22_4_nh4,TG(18:1_18:1_22:4)+NH4
tg_18_1_18_1_22_5,TG(18:1_18:1_22:5)
tg_18_1_18_1_22_5_nh4,TG(18:1_18:1_22:5)+NH4
tg_18_1_18_1_22_6,TG(18:1_18:1_22:6)
tg_18_1_18_1_22_6_nh4,TG(18:1_18:1_22:6)+NH4
